,Metadata_Source,Metadata_Plate,Metadata_Well,Metadata_JCP2022,Metadata_PlateType,Metadata_MoA
5963,source_6,110000295608,N04,JCP2022_010782,COMPOUND,ryanodine receptor activator
5964,source_6,110000295608,N11,JCP2022_082117,COMPOUND,analgesic agent
5965,source_6,110000295608,N21,JCP2022_066287,COMPOUND,carbonic anhydrase inhibitor
5966,source_6,110000295608,O17,JCP2022_060079,COMPOUND,histamine receptor antagonist
5967,source_6,110000295608,O22,JCP2022_011857,COMPOUND,phosphodiesterase inhibitor
5968,source_6,110000295608,P06,JCP2022_026152,COMPOUND,immunosuppressant
5969,source_6,110000295608,P14,JCP2022_043099,COMPOUND,cyclooxygenase inhibitor
5970,source_6,110000295608,P20,JCP2022_041107,COMPOUND,acetylcholine receptor agonist
5971,source_6,110000295609,A08,JCP2022_112149,COMPOUND,rho associated kinase inhibitor
5972,source_6,110000295609,A16,JCP2022_049577,COMPOUND,histone lysine methyltransferase inhibitor
5973,source_6,110000295609,A18,JCP2022_025748,COMPOUND,HDAC inhibitor
5974,source_6,110000295609,B06,JCP2022_028645,COMPOUND,prostanoid receptor antagonist
5975,source_6,110000295609,B12,JCP2022_028551,COMPOUND,mTOR inhibitor
5976,source_6,110000295609,C08,JCP2022_072717,COMPOUND,JNK inhibitor
5977,source_6,110000295609,C19,JCP2022_034184,COMPOUND,histamine receptor antagonist
5978,source_6,110000295609,C22,JCP2022_059126,COMPOUND,AGE inhibitor
5979,source_6,110000295609,D03,JCP2022_068219,COMPOUND,anti-inflammatory agent
5980,source_6,110000295609,D06,JCP2022_116680,COMPOUND,dihydropteroate synthetase inhibitor
5981,source_6,110000295609,D09,JCP2022_050861,COMPOUND,chloride channel blocker
5982,source_6,110000295609,D10,JCP2022_053444,COMPOUND,anticestodal agent
5983,source_6,110000295609,D15,JCP2022_008065,COMPOUND,xanthine oxidase inhibitor
5984,source_6,110000295609,D20,JCP2022_041045,COMPOUND,glucose 6-phosphate dehydrogenase inhibitor
5985,source_6,110000295609,F05,JCP2022_099926,COMPOUND,solute carrier family member inhibitor
5986,source_6,110000295609,F07,JCP2022_035200,COMPOUND,PPAR receptor agonist
5987,source_6,110000295609,F11,JCP2022_028794,COMPOUND,estrogen receptor antagonist|selective estrogen receptor modulator (SERM)
5988,source_6,110000295609,F13,JCP2022_044900,COMPOUND,transferase inhibitor
5989,source_6,110000295609,F17,JCP2022_084264,COMPOUND,histamine receptor antagonist
5990,source_6,110000295609,F18,JCP2022_105406,COMPOUND,MEK inhibitor
5991,source_6,110000295609,F20,JCP2022_106246,COMPOUND,MAP kinase inhibitor
5992,source_6,110000295609,G07,JCP2022_062356,COMPOUND,antihistamine
5993,source_6,110000295609,G13,JCP2022_046524,COMPOUND,coagulation factor inhibitor
5994,source_6,110000295609,H03,JCP2022_037734,COMPOUND,"aryl hydrocarbon receptor agonist|indoleamine 2,3-dioxygenase inhibitor"
5995,source_6,110000295609,H08,JCP2022_066817,COMPOUND,aldo-keto reductase inhibitor
5996,source_6,110000295609,H16,JCP2022_098688,COMPOUND,ALK tyrosine kinase receptor inhibitor
5997,source_6,110000295609,H19,JCP2022_034098,COMPOUND,bacterial DNA inhibitor
5998,source_6,110000295609,H20,JCP2022_108530,COMPOUND,Abl kinase inhibitor|SRC inhibitor|VEGFR inhibitor
5999,source_6,110000295609,J08,JCP2022_021051,COMPOUND,calcium channel blocker
6000,source_6,110000295609,K07,JCP2022_003720,COMPOUND,glutamate receptor modulator
6001,source_6,110000295609,K14,JCP2022_017478,COMPOUND,monoamine oxidase inhibitor
6002,source_6,110000295609,L03,JCP2022_114396,COMPOUND,antioxidant
6003,source_6,110000295609,L07,JCP2022_026330,COMPOUND,immunosuppressant|protein synthesis inhibitor|purine antagonist
6004,source_6,110000295609,L08,JCP2022_013259,COMPOUND,AMPK activator
6005,source_6,110000295609,L20,JCP2022_037903,COMPOUND,sodium/hydrogen exchanger inhibitor
6006,source_6,110000295609,L21,JCP2022_099111,COMPOUND,KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|SRC inhibitor
6007,source_6,110000295609,L22,JCP2022_108218,COMPOUND,myorelaxant
6008,source_6,110000295609,M19,JCP2022_015608,COMPOUND,protein synthesis stimulant
6009,source_6,110000295609,M21,JCP2022_071220,COMPOUND,NAD precursor|vitamin B
6010,source_6,110000295609,N03,JCP2022_043224,COMPOUND,monoamine oxidase inhibitor
6011,source_6,110000295609,N05,JCP2022_050988,COMPOUND,purine antagonist
6012,source_6,110000295609,N06,JCP2022_077940,COMPOUND,p21 activated kinase inhibitor
6013,source_6,110000295609,N07,JCP2022_061654,COMPOUND,protein tyrosine kinase inhibitor
6014,source_6,110000295609,N10,JCP2022_036082,COMPOUND,mTOR inhibitor
6015,source_6,110000295609,N13,JCP2022_012783,COMPOUND,L3MBTL antagonist
6016,source_6,110000295609,N14,JCP2022_013133,COMPOUND,tyrosinase inhibitor
6017,source_6,110000295609,N21,JCP2022_043467,COMPOUND,potassium channel antagonist
6018,source_6,110000295609,O12,JCP2022_042330,COMPOUND,sphingosine 1-phosphate receptor modulator
6019,source_6,110000295609,O20,JCP2022_086858,COMPOUND,mTOR inhibitor|PI3K inhibitor
6020,source_6,110000295609,P03,JCP2022_032376,COMPOUND,adrenergic receptor antagonist
6021,source_6,110000295609,P05,JCP2022_085797,COMPOUND,glutamate receptor positive allosteric modulator
6022,source_6,110000295609,P10,JCP2022_026859,COMPOUND,HDAC inhibitor
6023,source_6,110000295609,P13,JCP2022_107679,COMPOUND,PPAR receptor agonist
6024,source_6,110000295609,P20,JCP2022_039673,COMPOUND,hypoxia inducible factor prolyl hydroxylase inhibitor
6025,source_6,110000295610,A08,JCP2022_055397,COMPOUND,transglutaminase inhibitor
6026,source_6,110000295610,A13,JCP2022_044763,COMPOUND,tissue transglutaminase inhibitor
6027,source_6,110000295610,A19,JCP2022_022739,COMPOUND,glycine transporter inhibitor
6028,source_6,110000295610,B03,JCP2022_039970,COMPOUND,mitochondrial pyruvate carrier modulator
6029,source_6,110000295610,B06,JCP2022_021963,COMPOUND,G protein-coupled receptor modulator
6030,source_6,110000295610,B08,JCP2022_013491,COMPOUND,DNA synthesis inhibitor
6031,source_6,110000295610,B20,JCP2022_110274,COMPOUND,tyrosine kinase inhibitor
6032,source_6,110000295610,C22,JCP2022_086964,COMPOUND,Bruton's tyrosine kinase (BTK) inhibitor
6033,source_6,110000295610,E05,JCP2022_062662,COMPOUND,neurotransmitter agonist
6034,source_6,110000295610,E10,JCP2022_081154,COMPOUND,kinase inhibitor
6035,source_6,110000295610,E17,JCP2022_081965,COMPOUND,dopamine receptor antagonist
6036,source_6,110000295610,E20,JCP2022_019144,COMPOUND,VEGFR inhibitor
6037,source_6,110000295610,F09,JCP2022_070992,COMPOUND,protein tyrosine kinase inhibitor
6038,source_6,110000295610,F20,JCP2022_105625,COMPOUND,transcriptional regulatory protein WalR
6039,source_6,110000295610,G13,JCP2022_105501,COMPOUND,prostanoid receptor antagonist
6040,source_6,110000295610,G21,JCP2022_041773,COMPOUND,CC chemokine receptor antagonist
6041,source_6,110000295610,H17,JCP2022_040928,COMPOUND,VEGFR inhibitor
6042,source_6,110000295610,I17,JCP2022_063629,COMPOUND,bacterial DNA gyrase inhibitor
6043,source_6,110000295610,I20,JCP2022_060377,COMPOUND,KDM2A inhibitor
6044,source_6,110000295610,J04,JCP2022_022841,COMPOUND,local anesthetic
6045,source_6,110000295610,J09,JCP2022_104437,COMPOUND,CDK inhibitor
6046,source_6,110000295610,J10,JCP2022_060087,COMPOUND,phospholipase inhibitor
6047,source_6,110000295610,J16,JCP2022_089736,COMPOUND,STING antagonist
6048,source_6,110000295610,J17,JCP2022_042239,COMPOUND,adrenergic receptor agonist|serotonin receptor agonist
6049,source_6,110000295610,K03,JCP2022_093028,COMPOUND,GABA receptor inverse agonist
6050,source_6,110000295610,K09,JCP2022_025558,COMPOUND,ATP-sensitive potassium channel inhibitor
6051,source_6,110000295610,K15,JCP2022_068033,COMPOUND,free fatty acid receptor agonist
6052,source_6,110000295610,L06,JCP2022_115752,COMPOUND,LXR agonist
6053,source_6,110000295610,L09,JCP2022_033027,COMPOUND,mitochondrial complex I inhibitor
6054,source_6,110000295610,L12,JCP2022_026032,COMPOUND,acetylcholine receptor antagonist
6055,source_6,110000295610,L14,JCP2022_080003,COMPOUND,adenosine kinase inhibitor
6056,source_6,110000295610,L17,JCP2022_036670,COMPOUND,antitussive
6057,source_6,110000295610,M08,JCP2022_112058,COMPOUND,protein tyrosine kinase inhibitor
6058,source_6,110000295610,M15,JCP2022_034818,COMPOUND,PARG inhibitor
6059,source_6,110000295610,M19,JCP2022_066366,COMPOUND,mitotic kinase inhibitor
6060,source_6,110000295610,N06,JCP2022_075954,COMPOUND,HSP inhibitor
6061,source_6,110000295610,O03,JCP2022_016369,COMPOUND,antimalarial agent
6062,source_6,110000295610,O08,JCP2022_090753,COMPOUND,protein kinase inhibitor
6063,source_6,110000295610,O14,JCP2022_071469,COMPOUND,LIM kinase inhibitor|rho associated kinase inhibitor
6064,source_6,110000295610,O15,JCP2022_097981,COMPOUND,acetyl-CoA carboxylase inhibitor
6065,source_6,110000295610,P07,JCP2022_035649,COMPOUND,hemostatic agent
6066,source_6,110000295610,P11,JCP2022_089383,COMPOUND,calcium channel blocker
6067,source_6,110000295610,P15,JCP2022_102603,COMPOUND,anti-inflammatory agent
6068,source_6,110000295610,P18,JCP2022_095521,COMPOUND,glycogen synthase kinase inhibitor
6069,source_6,110000295611,A03,JCP2022_031381,COMPOUND,proton pump inhibitor
6070,source_6,110000295611,A16,JCP2022_087170,COMPOUND,PI3K inhibitor
6071,source_6,110000295611,A22,JCP2022_035667,COMPOUND,hypoxia inducible factor prolyl hydroxylase inhibitor
6072,source_6,110000295611,B09,JCP2022_042332,COMPOUND,PDGFR tyrosine kinase receptor inhibitor
6073,source_6,110000295611,B18,JCP2022_094736,COMPOUND,HDAC inhibitor
6074,source_6,110000295611,C05,JCP2022_006454,COMPOUND,serine/threonine kinase inhibitor
6075,source_6,110000295611,C11,JCP2022_105539,COMPOUND,ATM kinase inhibitor
6076,source_6,110000295611,C19,JCP2022_006922,COMPOUND,oxidative stress inducer
6077,source_6,110000295611,D04,JCP2022_069803,COMPOUND,TGF beta receptor inhibitor
6078,source_6,110000295611,D07,JCP2022_110979,COMPOUND,TRPV antagonist
6079,source_6,110000295611,D08,JCP2022_028268,COMPOUND,PLK inhibitor
6080,source_6,110000295611,D13,JCP2022_034382,COMPOUND,DNA synthesis inhibitor
6081,source_6,110000295611,D20,JCP2022_083029,COMPOUND,LXR agonist
6082,source_6,110000295611,D21,JCP2022_032645,COMPOUND,EGFR inhibitor
6083,source_6,110000295611,E04,JCP2022_076989,COMPOUND,nicotinic receptor agonist
6084,source_6,110000295611,E09,JCP2022_020615,COMPOUND,glycogen synthase kinase inhibitor
6085,source_6,110000295611,E19,JCP2022_014569,COMPOUND,serine/threonine kinase inhibitor
6086,source_6,110000295611,F03,JCP2022_065274,COMPOUND,opioid receptor agonist
6087,source_6,110000295611,F04,JCP2022_019313,COMPOUND,WNT agonist
6088,source_6,110000295611,F05,JCP2022_064143,COMPOUND,RAF inhibitor
6089,source_6,110000295611,F06,JCP2022_023420,COMPOUND,focal adhesion kinase inhibitor
6090,source_6,110000295611,F07,JCP2022_001165,COMPOUND,GTPase inhibitor
6091,source_6,110000295611,F09,JCP2022_039486,COMPOUND,TRPV antagonist
6092,source_6,110000295611,F12,JCP2022_116517,COMPOUND,EGFR inhibitor
6093,source_6,110000295611,F15,JCP2022_035423,COMPOUND,transient receptor potential channel antagonist
6094,source_6,110000295611,G04,JCP2022_033420,COMPOUND,AMPK inhibitor
6095,source_6,110000295611,G09,JCP2022_023420,COMPOUND,focal adhesion kinase inhibitor
6096,source_6,110000295611,G11,JCP2022_041958,COMPOUND,orexin receptor antagonist
6097,source_6,110000295611,G16,JCP2022_104437,COMPOUND,CDK inhibitor
6098,source_6,110000295611,G19,JCP2022_004959,COMPOUND,estrogen receptor agonist
6099,source_6,110000295611,H05,JCP2022_019480,COMPOUND,Aurora kinase inhibitor
6100,source_6,110000295611,H07,JCP2022_086003,COMPOUND,neurotensin agonist
6101,source_6,110000295611,H10,JCP2022_003084,COMPOUND,WNT pathway inhibitor
6102,source_6,110000295611,H12,JCP2022_049743,COMPOUND,gamma secretase modulator
6103,source_6,110000295611,H13,JCP2022_000641,COMPOUND,PI3K inhibitor
6104,source_6,110000295611,H16,JCP2022_031078,COMPOUND,PARP inhibitor
6105,source_6,110000295611,I03,JCP2022_112951,COMPOUND,Aurora kinase inhibitor
6106,source_6,110000295611,I06,JCP2022_020872,COMPOUND,MEK inhibitor
6107,source_6,110000295611,J07,JCP2022_058303,COMPOUND,kynurenine 3-monooxygenase inhibitor
6108,source_6,110000295611,J10,JCP2022_037233,COMPOUND,secreted frizzled related protein inhibitor
6109,source_6,110000295611,J13,JCP2022_097269,COMPOUND,mitotic kinesin inhibitor
6110,source_6,110000295611,J15,JCP2022_047925,COMPOUND,MDM inhibitor
6111,source_6,110000295611,J18,JCP2022_056893,COMPOUND,EGFR inhibitor
6112,source_6,110000295611,K10,JCP2022_112058,COMPOUND,protein tyrosine kinase inhibitor
6113,source_6,110000295611,L15,JCP2022_044739,COMPOUND,porcupine inhibitor
6114,source_6,110000295611,L19,JCP2022_102548,COMPOUND,bacterial DNA gyrase inhibitor
6115,source_6,110000295611,M03,JCP2022_039210,COMPOUND,PI3K inhibitor
6116,source_6,110000295611,M15,JCP2022_026750,COMPOUND,glutamate receptor antagonist
6117,source_6,110000295611,M17,JCP2022_061666,COMPOUND,hypoxia inducible factor inhibitor
6118,source_6,110000295611,M21,JCP2022_116560,COMPOUND,DYRK inhibitor
6119,source_6,110000295611,N04,JCP2022_094934,COMPOUND,cytokine production inhibitor
6120,source_6,110000295611,N12,JCP2022_041435,COMPOUND,serine/threonine kinase inhibitor
6121,source_6,110000295611,N15,JCP2022_107620,COMPOUND,Aurora kinase inhibitor
6122,source_6,110000295611,N16,JCP2022_064843,COMPOUND,EGFR inhibitor
6123,source_6,110000295611,O07,JCP2022_105340,COMPOUND,protein kinase inhibitor
6124,source_6,110000295611,O09,JCP2022_051481,COMPOUND,EGFR inhibitor
6125,source_6,110000295611,O20,JCP2022_031286,COMPOUND,AKT inhibitor
6126,source_6,110000295611,P05,JCP2022_056766,COMPOUND,cAMP stimulant
6127,source_6,110000295611,P09,JCP2022_110850,COMPOUND,AXL kinase inhibitor
6128,source_6,110000295611,P11,JCP2022_032032,COMPOUND,histone lysine methyltransferase inhibitor
6129,source_6,110000295611,P12,JCP2022_015262,COMPOUND,MAP kinase inhibitor
6130,source_6,110000295611,P17,JCP2022_076760,COMPOUND,GABA receptor inverse agonist
6131,source_6,110000295612,A07,JCP2022_039395,COMPOUND,phosphodiesterase inhibitor
6132,source_6,110000295612,A11,JCP2022_042337,COMPOUND,JAK inhibitor
6133,source_6,110000295612,A18,JCP2022_023341,COMPOUND,hemoglobin modulator
6134,source_6,110000295612,A21,JCP2022_082135,COMPOUND,serotonin receptor antagonist
6135,source_6,110000295612,B07,JCP2022_043593,COMPOUND,CC chemokine receptor antagonist
6136,source_6,110000295612,B08,JCP2022_116748,COMPOUND,serotonin receptor antagonist
6137,source_6,110000295612,B12,JCP2022_072343,COMPOUND,BCL inhibitor|MCL1 inhibitor
6138,source_6,110000295612,B13,JCP2022_099313,COMPOUND,other antibiotic
6139,source_6,110000295612,B19,JCP2022_002010,COMPOUND,orexin receptor antagonist
6140,source_6,110000295612,B22,JCP2022_017342,COMPOUND,TGF beta receptor inhibitor
6141,source_6,110000295612,C05,JCP2022_058870,COMPOUND,NAMPT inhibitor
6142,source_6,110000295612,C15,JCP2022_113189,COMPOUND,PI3K inhibitor
6143,source_6,110000295612,C16,JCP2022_096003,COMPOUND,orexin receptor antagonist
6144,source_6,110000295612,C18,JCP2022_059004,COMPOUND,SYK inhibitor
6145,source_6,110000295612,D04,JCP2022_050171,COMPOUND,protein kinase inhibitor
6146,source_6,110000295612,D07,JCP2022_014510,COMPOUND,DNA dependent protein kinase inhibitor|mTOR inhibitor|phosphodiesterase inhibitor|PI3K inhibitor|PLK inhibitor
6147,source_6,110000295612,D09,JCP2022_077103,COMPOUND,casein kinase inhibitor
6148,source_6,110000295612,D10,JCP2022_088843,COMPOUND,VEGFR inhibitor
6149,source_6,110000295612,D15,JCP2022_041980,COMPOUND,HDAC inhibitor
6150,source_6,110000295612,D16,JCP2022_102527,COMPOUND,HCV inhibitor|protease inhibitor
6151,source_6,110000295612,D17,JCP2022_042188,COMPOUND,O6-alkylguanine-DNA alkyltransferase inhibitor
6152,source_6,110000295612,D20,JCP2022_103928,COMPOUND,histone lysine methyltransferase inhibitor
6153,source_6,110000295612,E04,JCP2022_049240,COMPOUND,P glycoprotein inhibitor
6154,source_6,110000295612,E05,JCP2022_035010,COMPOUND,prostaglandin inhibitor
6155,source_6,110000295612,E08,JCP2022_000207,COMPOUND,acetylcholine receptor allosteric modulator
6156,source_6,110000295612,E09,JCP2022_023097,COMPOUND,fungal squalene epoxidase inhibitor
6157,source_6,110000295612,E14,JCP2022_005854,COMPOUND,PI3K inhibitor
6158,source_6,110000295612,E22,JCP2022_077674,COMPOUND,bromodomain inhibitor
6159,source_6,110000295612,F08,JCP2022_006032,COMPOUND,EGFR inhibitor
6160,source_6,110000295612,F09,JCP2022_053715,COMPOUND,mTOR inhibitor
6161,source_6,110000295612,F10,JCP2022_067432,COMPOUND,SRC inhibitor
6162,source_6,110000295612,F16,JCP2022_082135,COMPOUND,serotonin receptor antagonist
6163,source_6,110000295612,F19,JCP2022_083068,COMPOUND,angiogenesis inhibitor|tumor necrosis factor production inhibitor
6164,source_6,110000295612,F22,JCP2022_017871,COMPOUND,CFTR channel antagonist
6165,source_6,110000295612,G07,JCP2022_005056,COMPOUND,topoisomerase inhibitor
6166,source_6,110000295612,G09,JCP2022_050118,COMPOUND,cathepsin inhibitor
6167,source_6,110000295612,G11,JCP2022_105749,COMPOUND,SYK inhibitor
6168,source_6,110000295612,G13,JCP2022_014091,COMPOUND,VEGFR inhibitor
6169,source_6,110000295612,G14,JCP2022_029036,COMPOUND,PPAR receptor agonist
6170,source_6,110000295612,G15,JCP2022_107478,COMPOUND,endothelin receptor antagonist
6171,source_6,110000295612,G18,JCP2022_089518,COMPOUND,transient receptor potential channel antagonist
6172,source_6,110000295612,G22,JCP2022_074802,COMPOUND,histone lysine methyltransferase inhibitor
6173,source_6,110000295612,H03,JCP2022_067970,COMPOUND,Bcr-Abl kinase inhibitor
6174,source_6,110000295612,H05,JCP2022_073463,COMPOUND,PLK inhibitor
6175,source_6,110000295612,H07,JCP2022_059004,COMPOUND,SYK inhibitor
6176,source_6,110000295612,H15,JCP2022_021824,COMPOUND,nuclear factor erythroid derived|like (NRF2) activator
6177,source_6,110000295612,H17,JCP2022_057581,COMPOUND,protein tyrosine kinase inhibitor|tyrosine kinase inhibitor
6178,source_6,110000295612,H21,JCP2022_087756,COMPOUND,Bcr-Abl kinase inhibitor
6179,source_6,110000295612,I04,JCP2022_005163,COMPOUND,bone morphogenic protein inhibitor
6180,source_6,110000295612,I06,JCP2022_067886,COMPOUND,c-Met inhibitor
6181,source_6,110000295612,I09,JCP2022_108598,COMPOUND,MAP kinase activator
6182,source_6,110000295612,I13,JCP2022_070869,COMPOUND,G protein-coupled receptor agonist
6183,source_6,110000295612,I20,JCP2022_059958,COMPOUND,monopolar spindle 1 kinase inhibitor
6184,source_6,110000295612,J05,JCP2022_030361,COMPOUND,CCR antagonist
6185,source_6,110000295612,J09,JCP2022_070574,COMPOUND,PERK inhibitor
6186,source_6,110000295612,J12,JCP2022_037827,COMPOUND,leucine rich repeat kinase inhibitor
6187,source_6,110000295612,J14,JCP2022_020984,COMPOUND,TGF beta receptor inhibitor
6188,source_6,110000295612,J15,JCP2022_062893,COMPOUND,antiprotozoal agent
6189,source_6,110000295612,J16,JCP2022_057971,COMPOUND,SRC inhibitor
6190,source_6,110000295612,J17,JCP2022_025168,COMPOUND,prostaglandin inhibitor
6191,source_6,110000295612,K09,JCP2022_064447,COMPOUND,benzodiazepine receptor agonist
6192,source_6,110000295612,K16,JCP2022_090264,COMPOUND,cannabinoid receptor antagonist
6193,source_6,110000295612,K18,JCP2022_023826,COMPOUND,RAF inhibitor
